Shannon,Fisher,Fisher',GBP,E2,E3,R2,R3,G1,G2,G3,iso,aniso
1.4060 ,2.4901 ,2.3205 ,3.8733 ,0.1325 ,0.6297 ,0.8511 ,0.8425 ,-0.4857 ,1.9881 ,3.9181 ,24.0984 ,29.5940 
1.5242 ,2.7893 ,2.9422 ,4.0836 ,0.1303 ,0.3489 ,0.8480 ,0.8459 ,-0.5267 ,2.0134 ,3.7055 ,26.1060 ,27.8845 
1.5242 ,2.7891 ,2.9421 ,4.0836 ,0.1303 ,0.3495 ,0.8480 ,0.8459 ,-0.5266 ,2.0134 ,3.7055 ,26.1042 ,27.8920 
1.4061 ,2.4906 ,2.3207 ,3.8735 ,0.1325 ,0.6234 ,0.8511 ,0.8425 ,-0.4858 ,1.9882 ,3.9178 ,24.1071 ,29.5775 
1.4059 ,2.4901 ,2.3201 ,3.8731 ,0.1324 ,0.6277 ,0.8507 ,0.8415 ,-0.4863 ,1.9892 ,3.9137 ,24.1007 ,29.5922 
1.5241 ,2.7893 ,2.9423 ,4.0834 ,0.1304 ,0.3509 ,0.8445 ,0.8409 ,-0.5320 ,2.0100 ,3.7035 ,26.1055 ,27.8901 
1.4059 ,2.4900 ,2.3203 ,3.8731 ,0.1325 ,0.6320 ,0.8507 ,0.8416 ,-0.4862 ,1.9892 ,3.9138 ,24.0990 ,29.5951 
1.5241 ,2.7887 ,2.9415 ,4.0834 ,0.1303 ,0.3490 ,0.8446 ,0.8410 ,-0.5317 ,2.0100 ,3.7037 ,26.1007 ,27.9011 
1.5161 ,2.7858 ,2.8431 ,4.0821 ,0.1345 ,0.9714 ,0.8477 ,0.8460 ,-0.5332 ,2.0027 ,3.7076 ,26.3550 ,26.2402 
1.5228 ,2.8570 ,2.9502 ,4.0866 ,0.1300 ,0.3331 ,0.8403 ,0.8400 ,-0.5624 ,2.0204 ,3.6629 ,26.9634 ,25.2317 
1.5158 ,2.7851 ,2.8418 ,4.0816 ,0.1349 ,1.0383 ,0.8483 ,0.8500 ,-0.5310 ,1.9958 ,3.7174 ,26.3493 ,26.2595 
1.5233 ,2.8588 ,2.9522 ,4.0875 ,0.1301 ,0.3448 ,0.8463 ,0.8511 ,-0.5530 ,2.0243 ,3.6651 ,26.9780 ,25.1815 
1.4302 ,2.3423 ,2.4870 ,3.8850 ,0.1270 ,0.2900 ,0.8479 ,0.8337 ,-0.4373 ,1.9959 ,3.9881 ,21.5100 ,35.7206 
1.8941 ,3.5654 ,4.2582 ,4.7606 ,0.1285 ,0.2249 ,0.7956 ,0.8034 ,-0.6719 ,1.9090 ,2.8280 ,30.7844 ,20.1559 
1.5160 ,2.7859 ,2.8433 ,4.0820 ,0.1348 ,1.0135 ,0.8482 ,0.8499 ,-0.5313 ,1.9962 ,3.7169 ,26.3556 ,26.2381 
1.5231 ,2.8581 ,2.9514 ,4.0871 ,0.1300 ,0.3392 ,0.8463 ,0.8511 ,-0.5528 ,2.0244 ,3.6659 ,26.9724 ,25.2058 
1.5202 ,2.8229 ,2.8812 ,4.0913 ,0.1311 ,0.3917 ,0.8449 ,0.8439 ,-0.5484 ,2.0140 ,3.6891 ,26.7492 ,25.0409 
1.5216 ,2.8588 ,2.9324 ,4.0894 ,0.1314 ,0.5049 ,0.8410 ,0.8396 ,-0.5585 ,2.0182 ,3.6610 ,26.9525 ,26.4071 
1.4970 ,2.7514 ,2.8068 ,4.0448 ,0.1319 ,0.4173 ,0.8550 ,0.8579 ,-0.5219 ,2.0234 ,3.7530 ,25.9660 ,27.7581 
1.5189 ,2.8064 ,2.8647 ,4.0905 ,0.1294 ,0.2805 ,0.8489 ,0.8516 ,-0.5380 ,2.0040 ,3.6997 ,26.5267 ,25.4102 
1.8739 ,3.5393 ,4.1651 ,4.7226 ,0.1307 ,0.4258 ,0.7909 ,0.7969 ,-0.6777 ,1.8976 ,2.8364 ,30.6986 ,18.8591 
1.4205 ,2.2804 ,2.4754 ,3.8605 ,0.1312 ,0.9823 ,0.8515 ,0.8365 ,-0.4184 ,1.9978 ,4.0147 ,20.5468 ,38.2047 
1.5469 ,2.8893 ,2.9619 ,4.1297 ,0.1305 ,0.5096 ,0.8332 ,0.8320 ,-0.5674 ,1.9718 ,3.5690 ,27.1666 ,24.0509 
1.4991 ,2.7587 ,2.7717 ,4.0535 ,0.1317 ,0.5147 ,0.8472 ,0.8455 ,-0.5334 ,2.0070 ,3.7318 ,26.1025 ,26.2018 
1.4359 ,2.3431 ,2.5291 ,3.8881 ,0.1280 ,0.4685 ,0.8456 ,0.8307 ,-0.4357 ,1.9907 ,3.9901 ,21.2749 ,35.8274 
1.8908 ,3.5687 ,4.2811 ,4.7527 ,0.1325 ,0.6818 ,0.7943 ,0.8020 ,-0.6722 ,1.9080 ,2.8276 ,30.6385 ,20.3669 
1.4140 ,2.3997 ,2.4261 ,3.8681 ,0.1307 ,0.6853 ,0.8577 ,0.8472 ,-0.4444 ,2.0057 ,3.9487 ,22.4610 ,32.6717 
1.3912 ,2.5173 ,2.2520 ,3.8713 ,0.1341 ,0.6242 ,0.8550 ,0.8486 ,-0.4988 ,1.9924 ,3.9129 ,24.8824 ,28.5481 
1.4517 ,2.6184 ,2.5950 ,3.9542 ,0.1324 ,0.6909 ,0.8501 ,0.8425 ,-0.5020 ,2.0103 ,3.8286 ,24.7696 ,29.3457 
1.5118 ,2.7676 ,2.8813 ,4.0566 ,0.1347 ,1.1253 ,0.8431 ,0.8379 ,-0.5314 ,1.9974 ,3.7315 ,25.9723 ,27.4371 
1.5095 ,2.7757 ,2.7948 ,4.0789 ,0.1322 ,0.4204 ,0.8535 ,0.8563 ,-0.5272 ,2.0029 ,3.7254 ,26.3986 ,26.1947 
1.4926 ,2.7362 ,2.7802 ,4.0387 ,0.1342 ,0.8012 ,0.8488 ,0.8482 ,-0.5191 ,1.9987 ,3.7475 ,25.7002 ,27.9249 
1.4252 ,2.3759 ,2.5037 ,3.8798 ,0.1268 ,0.2747 ,0.8478 ,0.8337 ,-0.4417 ,2.0025 ,3.9675 ,21.7772 ,36.0231 
1.8780 ,3.5503 ,4.2002 ,4.7310 ,0.1311 ,0.4608 ,0.7930 ,0.8002 ,-0.6767 ,1.9044 ,2.8345 ,30.7212 ,19.5130 
1.3889 ,2.4797 ,2.2622 ,3.8483 ,0.1314 ,0.4602 ,0.8486 ,0.8382 ,-0.4896 ,1.9972 ,3.9224 ,24.2003 ,29.7711 
1.4826 ,2.6716 ,2.7505 ,4.0174 ,0.1308 ,0.3466 ,0.8531 ,0.8476 ,-0.5051 ,2.0261 ,3.8114 ,25.2672 ,31.0292 
1.4482 ,2.3727 ,2.5641 ,3.9116 ,0.1259 ,0.2812 ,0.8519 ,0.8377 ,-0.4277 ,2.0020 ,3.9374 ,21.6948 ,37.5419 
1.8859 ,3.5576 ,4.2311 ,4.7448 ,0.1298 ,0.3241 ,0.7889 ,0.7964 ,-0.6786 ,1.8931 ,2.8345 ,30.7378 ,19.8157 
1.5152 ,2.7800 ,2.8302 ,4.0994 ,0.1303 ,0.2364 ,0.8619 ,0.8654 ,-0.5095 ,2.0187 ,3.7265 ,26.2919 ,28.7301 
1.5181 ,2.7909 ,2.8400 ,4.1041 ,0.1357 ,0.8311 ,0.8635 ,0.8676 ,-0.5121 ,2.0182 ,3.7277 ,26.5177 ,28.0225 
1.4321 ,2.3004 ,2.4772 ,3.8858 ,0.1333 ,1.2081 ,0.8482 ,0.8335 ,-0.4243 ,1.9664 ,3.9942 ,21.0338 ,36.9490 
1.8958 ,3.5627 ,4.2488 ,4.7640 ,0.1292 ,0.2743 ,0.7954 ,0.8036 ,-0.6704 ,1.8997 ,2.8293 ,30.8193 ,19.9898 
1.4277 ,2.3299 ,2.5070 ,3.8785 ,0.1257 ,0.2535 ,0.8543 ,0.8400 ,-0.4215 ,2.0205 ,3.9846 ,21.0981 ,37.6669 
1.8827 ,3.5505 ,4.2011 ,4.7400 ,0.1331 ,0.7465 ,0.7917 ,0.7984 ,-0.6773 ,1.8944 ,2.8406 ,30.7628 ,19.3835 
1.8899 ,3.5587 ,4.2414 ,4.7520 ,0.1310 ,0.4629 ,0.7949 ,0.8027 ,-0.6712 ,1.9015 ,2.8291 ,30.7303 ,20.0112 
1.4225 ,2.2860 ,2.4534 ,3.8612 ,0.1274 ,0.5279 ,0.8424 ,0.8261 ,-0.4284 ,1.9768 ,4.0113 ,20.7572 ,36.7242 
1.4991 ,2.7004 ,2.8455 ,4.0326 ,0.1302 ,0.4452 ,0.8478 ,0.8414 ,-0.5081 ,2.0207 ,3.7757 ,25.2695 ,29.7775 
1.4089 ,2.4639 ,2.4004 ,3.8622 ,0.1290 ,0.3257 ,0.8530 ,0.8423 ,-0.4677 ,2.0126 ,3.9200 ,23.2484 ,31.6021 
1.5127 ,2.7832 ,2.8437 ,4.0909 ,0.1305 ,0.3175 ,0.8623 ,0.8644 ,-0.5112 ,2.0288 ,3.7245 ,26.2928 ,28.2882 
1.5428 ,2.8981 ,2.9031 ,4.1506 ,0.1358 ,1.0053 ,0.8480 ,0.8533 ,-0.5577 ,1.9842 ,3.6185 ,27.7746 ,23.5522 
1.8855 ,3.5560 ,4.2214 ,4.7454 ,0.1291 ,0.2568 ,0.7924 ,0.7995 ,-0.6755 ,1.9018 ,2.8352 ,30.7735 ,19.6044 
1.4245 ,2.3168 ,2.4980 ,3.8698 ,0.1356 ,2.2319 ,0.8547 ,0.8401 ,-0.4175 ,1.9898 ,3.9973 ,21.0314 ,37.4320 
1.5184 ,2.7947 ,2.8410 ,4.0909 ,0.1349 ,1.0814 ,0.8537 ,0.8542 ,-0.5281 ,2.0071 ,3.7107 ,26.5301 ,25.9534 
1.5201 ,2.8278 ,2.9101 ,4.0833 ,0.1291 ,0.2502 ,0.8466 ,0.8478 ,-0.5451 ,2.0172 ,3.6815 ,26.7281 ,26.1392 
1.8923 ,3.5646 ,4.2571 ,4.7569 ,0.1298 ,0.3354 ,0.7944 ,0.8022 ,-0.6732 ,1.9047 ,2.8277 ,30.7376 ,20.2911 
1.4332 ,2.3503 ,2.4994 ,3.8891 ,0.1277 ,0.4512 ,0.8423 ,0.8274 ,-0.4432 ,1.9832 ,3.9794 ,21.5126 ,35.5879 
1.5014 ,2.7091 ,2.8721 ,4.0421 ,0.1289 ,0.2942 ,0.8517 ,0.8468 ,-0.5037 ,2.0282 ,3.7742 ,25.2419 ,30.9175 
1.3904 ,2.4688 ,2.2504 ,3.8457 ,0.1313 ,0.4668 ,0.8440 ,0.8332 ,-0.4945 ,1.9778 ,3.9238 ,23.9446 ,29.4519 
1.4162 ,2.6086 ,2.2969 ,3.9193 ,0.1326 ,0.4023 ,0.8454 ,0.8392 ,-0.5279 ,1.9690 ,3.8237 ,25.8672 ,25.8672 
1.4645 ,2.4913 ,2.7017 ,3.9487 ,0.1259 ,0.2435 ,0.8532 ,0.8435 ,-0.4522 ,2.0180 ,3.8775 ,22.7611 ,35.0900 
1.4575 ,2.5507 ,2.7055 ,3.9508 ,0.1269 ,0.2129 ,0.8473 ,0.8365 ,-0.4825 ,2.0410 ,3.8983 ,23.7329 ,34.6344 
1.8808 ,3.5622 ,4.2300 ,4.7368 ,0.1376 ,1.5547 ,0.7871 ,0.7932 ,-0.6880 ,1.8848 ,2.8329 ,30.8086 ,19.9103 
1.5171 ,2.8084 ,2.8181 ,4.0922 ,0.1333 ,0.6755 ,0.8457 ,0.8476 ,-0.5424 ,1.9848 ,3.6851 ,26.7376 ,25.2673 
1.5029 ,2.7776 ,2.8833 ,4.0538 ,0.1301 ,0.3072 ,0.8521 ,0.8529 ,-0.5257 ,2.0307 ,3.7348 ,26.0314 ,28.6568 
1.5008 ,2.7418 ,2.7787 ,4.0583 ,0.1316 ,0.4260 ,0.8470 ,0.8466 ,-0.5275 ,1.9995 ,3.7403 ,25.9866 ,27.1052 
1.5082 ,2.7784 ,2.8305 ,4.0791 ,0.1411 ,2.3197 ,0.8585 ,0.8590 ,-0.5124 ,2.0026 ,3.7134 ,26.2007 ,28.6949 
1.5189 ,2.7951 ,2.8524 ,4.0898 ,0.1362 ,1.3734 ,0.8523 ,0.8523 ,-0.5299 ,1.9993 ,3.7120 ,26.4851 ,25.8544 
1.5104 ,2.7825 ,2.8814 ,4.0589 ,0.1289 ,0.2533 ,0.8463 ,0.8458 ,-0.5351 ,2.0164 ,3.7123 ,26.1882 ,26.9594 
1.4108 ,2.4723 ,2.3931 ,3.8670 ,0.1286 ,0.2795 ,0.8533 ,0.8431 ,-0.4706 ,2.0069 ,3.9090 ,23.4099 ,30.9441 
1.5143 ,2.7625 ,2.8934 ,4.0664 ,0.1340 ,0.9540 ,0.8464 ,0.8417 ,-0.5246 ,2.0107 ,3.7309 ,25.8997 ,28.6544 
1.4653 ,2.5520 ,2.6791 ,3.9661 ,0.1303 ,0.4698 ,0.8437 ,0.8316 ,-0.4854 ,2.0006 ,3.8706 ,23.6951 ,32.9866 
1.8829 ,3.5626 ,4.2375 ,4.7398 ,0.1297 ,0.3238 ,0.7870 ,0.7933 ,-0.6871 ,1.9005 ,2.8301 ,30.8192 ,20.0826 
1.3926 ,2.4416 ,2.3045 ,3.8480 ,0.1349 ,0.9968 ,0.8565 ,0.8468 ,-0.4636 ,1.9931 ,3.9435 ,23.2500 ,32.4956 
1.5377 ,2.8709 ,2.9485 ,4.1245 ,0.1298 ,0.2530 ,0.8446 ,0.8433 ,-0.5531 ,2.0102 ,3.6350 ,27.1879 ,25.8581 
1.8776 ,3.5424 ,4.1847 ,4.7291 ,0.1309 ,0.4550 ,0.7949 ,0.8024 ,-0.6719 ,1.9020 ,2.8374 ,30.7946 ,19.1057 
1.4056 ,2.2298 ,2.4266 ,3.8221 ,0.1271 ,0.5793 ,0.8432 ,0.8252 ,-0.4146 ,1.9744 ,4.0355 ,19.9253 ,38.9534 
1.5386 ,2.9240 ,2.9581 ,4.1256 ,0.1300 ,0.2517 ,0.8470 ,0.8542 ,-0.5664 ,2.0128 ,3.5994 ,27.8012 ,22.3020 
1.4635 ,2.5584 ,2.6892 ,3.9625 ,0.1305 ,0.5359 ,0.8533 ,0.8492 ,-0.4729 ,2.0095 ,3.8576 ,23.5007 ,31.8409 
1.3898 ,2.4360 ,2.2871 ,3.8434 ,0.1335 ,0.8269 ,0.8595 ,0.8502 ,-0.4617 ,2.0003 ,3.9518 ,23.2554 ,32.3989 
1.5223 ,2.8036 ,2.9005 ,4.0872 ,0.1298 ,0.2780 ,0.8460 ,0.8430 ,-0.5357 ,2.0109 ,3.6867 ,26.3974 ,27.1939 
1.5351 ,2.8505 ,2.9160 ,4.1182 ,0.1300 ,0.2717 ,0.8494 ,0.8493 ,-0.5404 ,2.0029 ,3.6443 ,26.9658 ,26.2057 
1.3937 ,2.4543 ,2.3222 ,3.8454 ,0.1321 ,0.7032 ,0.8531 ,0.8433 ,-0.4718 ,2.0024 ,3.9356 ,23.3480 ,31.7553 
1.4137 ,2.2287 ,2.4393 ,3.8401 ,0.1293 ,0.8156 ,0.8468 ,0.8301 ,-0.4072 ,1.9789 ,4.0369 ,19.9810 ,38.4974 
1.8895 ,3.5527 ,4.2108 ,4.7531 ,0.1350 ,1.0160 ,0.7960 ,0.8039 ,-0.6690 ,1.8913 ,2.8361 ,30.7952 ,19.5972 
1.5080 ,2.7925 ,2.8204 ,4.0804 ,0.1354 ,0.8835 ,0.8544 ,0.8554 ,-0.5241 ,2.0117 ,3.7105 ,26.3987 ,27.7710 
1.5089 ,2.8195 ,2.8839 ,4.0591 ,0.1390 ,1.8977 ,0.8454 ,0.8479 ,-0.5469 ,1.9953 ,3.6973 ,26.6690 ,25.7853 
1.5066 ,2.7419 ,2.8664 ,4.0485 ,0.1332 ,0.7915 ,0.8477 ,0.8444 ,-0.5200 ,2.0055 ,3.7433 ,25.6778 ,28.5028 
1.3886 ,2.4413 ,2.2829 ,3.8386 ,0.1299 ,0.3361 ,0.8486 ,0.8381 ,-0.4765 ,1.9899 ,3.9488 ,23.2796 ,31.6608 
1.3889 ,2.4412 ,2.2816 ,3.8378 ,0.1301 ,0.3318 ,0.8494 ,0.8388 ,-0.4744 ,1.9833 ,3.9490 ,23.2760 ,31.4750 
1.5038 ,2.7292 ,2.8478 ,4.0425 ,0.1299 ,0.4114 ,0.8459 ,0.8412 ,-0.5202 ,2.0114 ,3.7473 ,25.5888 ,28.6348 
1.5423 ,2.9320 ,2.9555 ,4.1395 ,0.1308 ,0.3098 ,0.8460 ,0.8497 ,-0.5701 ,2.0129 ,3.5878 ,27.9679 ,23.6193 
1.5157 ,2.7989 ,2.8290 ,4.0976 ,0.1399 ,2.0146 ,0.8606 ,0.8620 ,-0.5144 ,1.9974 ,3.7029 ,26.5017 ,27.7882 
1.5226 ,2.8739 ,2.9117 ,4.0924 ,0.1330 ,0.6478 ,0.8442 ,0.8467 ,-0.5613 ,2.0132 ,3.6486 ,27.2625 ,24.3397 
1.4951 ,2.7180 ,2.7926 ,4.0435 ,0.1308 ,0.5083 ,0.8583 ,0.8570 ,-0.5001 ,2.0275 ,3.7678 ,25.4433 ,29.2774 
1.8834 ,3.5556 ,4.2221 ,4.7408 ,0.1302 ,0.3818 ,0.7928 ,0.8003 ,-0.6763 ,1.9010 ,2.8341 ,30.7197 ,19.8361 
1.4266 ,2.3389 ,2.5073 ,3.8761 ,0.1272 ,0.3669 ,0.8431 ,0.8278 ,-0.4377 ,1.9909 ,3.9778 ,21.2346 ,36.8574 
1.5035 ,2.8083 ,2.8690 ,4.0473 ,0.1299 ,0.3399 ,0.8404 ,0.8388 ,-0.5539 ,2.0192 ,3.7004 ,26.5146 ,25.7753 
1.4923 ,2.7180 ,2.7911 ,4.0378 ,0.1311 ,0.5283 ,0.8551 ,0.8521 ,-0.5075 ,2.0313 ,3.7713 ,25.4553 ,28.8621 
1.4274 ,2.3363 ,2.5038 ,3.8787 ,0.1286 ,0.5978 ,0.8437 ,0.8288 ,-0.4374 ,1.9869 ,3.9821 ,21.2639 ,36.7377 
1.8882 ,3.5578 ,4.2209 ,4.7512 ,0.1284 ,0.2137 ,0.7960 ,0.8040 ,-0.6725 ,1.9056 ,2.8329 ,30.7975 ,19.8513 
1.4076 ,2.5193 ,2.3333 ,3.8736 ,0.1310 ,0.4638 ,0.8438 ,0.8348 ,-0.5005 ,1.9786 ,3.8937 ,24.4495 ,28.2018 
1.5194 ,2.7732 ,2.9244 ,4.0746 ,0.1323 ,0.6913 ,0.8476 ,0.8450 ,-0.5248 ,2.0114 ,3.7218 ,25.9849 ,29.0745 
1.5193 ,2.7731 ,2.9245 ,4.0742 ,0.1323 ,0.6902 ,0.8475 ,0.8449 ,-0.5249 ,2.0114 ,3.7221 ,25.9838 ,29.0758 
1.4072 ,2.5184 ,2.3319 ,3.8729 ,0.1310 ,0.4463 ,0.8438 ,0.8347 ,-0.5004 ,1.9784 ,3.8931 ,24.4415 ,28.2136 
1.5165 ,2.7881 ,2.8478 ,4.0827 ,0.1318 ,0.5370 ,0.8519 ,0.8518 ,-0.5281 ,2.0129 ,3.7114 ,26.3794 ,26.0197 
1.5237 ,2.8575 ,2.9511 ,4.0880 ,0.1317 ,0.5790 ,0.8429 ,0.8445 ,-0.5571 ,2.0198 ,3.6665 ,26.9466 ,25.5596 
1.5261 ,2.8543 ,2.9987 ,4.0784 ,0.1301 ,0.3710 ,0.8357 ,0.8335 ,-0.5586 ,2.0124 ,3.6489 ,26.7811 ,26.4449 
1.4058 ,2.5033 ,2.3207 ,3.8729 ,0.1315 ,0.4499 ,0.8546 ,0.8462 ,-0.4845 ,2.0013 ,3.9037 ,24.3043 ,29.0038 
1.5257 ,2.8528 ,2.9973 ,4.0777 ,0.1302 ,0.3763 ,0.8358 ,0.8336 ,-0.5582 ,2.0126 ,3.6504 ,26.7685 ,26.4837 
1.4060 ,2.5034 ,2.3213 ,3.8731 ,0.1315 ,0.4481 ,0.8546 ,0.8462 ,-0.4845 ,2.0013 ,3.9035 ,24.3028 ,29.0028 
1.5163 ,2.7875 ,2.8468 ,4.0824 ,0.1315 ,0.4883 ,0.8519 ,0.8518 ,-0.5279 ,2.0133 ,3.7112 ,26.3763 ,26.0314 
1.5236 ,2.8571 ,2.9507 ,4.0879 ,0.1312 ,0.5114 ,0.8429 ,0.8444 ,-0.5570 ,2.0205 ,3.6663 ,26.9451 ,25.5642 
1.4292 ,2.3376 ,2.4856 ,3.8821 ,0.1315 ,1.1497 ,0.8421 ,0.8271 ,-0.4429 ,1.9680 ,3.9872 ,21.4584 ,35.6194 
1.8921 ,3.5641 ,4.2566 ,4.7563 ,0.1312 ,0.5015 ,0.7942 ,0.8020 ,-0.6736 ,1.9033 ,2.8268 ,30.7651 ,20.3181 
1.8920 ,3.5639 ,4.2558 ,4.7562 ,0.1321 ,0.6107 ,0.7942 ,0.8020 ,-0.6735 ,1.9022 ,2.8272 ,30.7651 ,20.3121 
1.4290 ,2.3374 ,2.4847 ,3.8818 ,0.1310 ,1.0890 ,0.8421 ,0.8271 ,-0.4430 ,1.9691 ,3.9876 ,21.4585 ,35.6189 
1.4290 ,2.3372 ,2.4847 ,3.8818 ,0.1309 ,1.0410 ,0.8422 ,0.8271 ,-0.4429 ,1.9700 ,3.9878 ,21.4568 ,35.6264 
1.8921 ,3.5641 ,4.2564 ,4.7564 ,0.1316 ,0.5451 ,0.7942 ,0.8020 ,-0.6735 ,1.9028 ,2.8269 ,30.7657 ,20.3166 
1.5166 ,2.7884 ,2.8483 ,4.0828 ,0.1313 ,0.4710 ,0.8518 ,0.8517 ,-0.5282 ,2.0134 ,3.7102 ,26.3828 ,26.0100 
1.5234 ,2.8568 ,2.9501 ,4.0876 ,0.1313 ,0.5283 ,0.8429 ,0.8445 ,-0.5570 ,2.0204 ,3.6670 ,26.9422 ,25.5847 
1.4075 ,2.5193 ,2.3331 ,3.8735 ,0.1310 ,0.4441 ,0.8438 ,0.8348 ,-0.5006 ,1.9785 ,3.8925 ,24.4498 ,28.2060 
1.5195 ,2.7742 ,2.9255 ,4.0748 ,0.1320 ,0.6506 ,0.8475 ,0.8449 ,-0.5252 ,2.0117 ,3.7210 ,25.9934 ,29.0506 
1.5193 ,2.7731 ,2.9245 ,4.0743 ,0.1327 ,0.7613 ,0.8475 ,0.8450 ,-0.5248 ,2.0108 ,3.7225 ,25.9833 ,29.0775 
1.4073 ,2.5183 ,2.3320 ,3.8730 ,0.1311 ,0.4769 ,0.8438 ,0.8347 ,-0.5004 ,1.9783 ,3.8944 ,24.4408 ,28.2152 
1.4290 ,2.3374 ,2.4845 ,3.8818 ,0.1315 ,1.1460 ,0.8422 ,0.8271 ,-0.4430 ,1.9681 ,3.9874 ,21.4611 ,35.6188 
1.8921 ,3.5640 ,4.2560 ,4.7563 ,0.1311 ,0.4856 ,0.7942 ,0.8020 ,-0.6736 ,1.9033 ,2.8267 ,30.7657 ,20.3131 
1.5163 ,2.7872 ,2.8463 ,4.0824 ,0.1317 ,0.5192 ,0.8519 ,0.8518 ,-0.5278 ,2.0131 ,3.7120 ,26.3728 ,26.0402 
1.5236 ,2.8573 ,2.9510 ,4.0878 ,0.1315 ,0.5536 ,0.8429 ,0.8445 ,-0.5570 ,2.0200 ,3.6664 ,26.9453 ,25.5608 
1.5261 ,2.8544 ,2.9989 ,4.0784 ,0.1301 ,0.3729 ,0.8356 ,0.8335 ,-0.5587 ,2.0124 ,3.6488 ,26.7816 ,26.4373 
1.4057 ,2.5028 ,2.3205 ,3.8727 ,0.1314 ,0.4429 ,0.8546 ,0.8462 ,-0.4845 ,2.0017 ,3.9050 ,24.2989 ,29.0133 
1.4058 ,2.5029 ,2.3204 ,3.8727 ,0.1314 ,0.4435 ,0.8546 ,0.8462 ,-0.4845 ,2.0015 ,3.9046 ,24.2993 ,29.0091 
1.5256 ,2.8526 ,2.9969 ,4.0776 ,0.1301 ,0.3788 ,0.8358 ,0.8336 ,-0.5582 ,2.0127 ,3.6507 ,26.7659 ,26.4904 
1.8887 ,3.5667 ,4.2781 ,4.7483 ,0.1290 ,0.2849 ,0.7929 ,0.8003 ,-0.6737 ,1.9104 ,2.8330 ,30.6038 ,20.6013 
1.4351 ,2.3274 ,2.5218 ,3.8842 ,0.1291 ,0.6610 ,0.8495 ,0.8347 ,-0.4264 ,1.9982 ,3.9942 ,21.0162 ,36.1156 
1.4994 ,2.7284 ,2.8316 ,4.0470 ,0.1308 ,0.3900 ,0.8525 ,0.8484 ,-0.5105 ,2.0268 ,3.7590 ,25.6280 ,30.5725 
1.3969 ,2.4870 ,2.3201 ,3.8595 ,0.1309 ,0.3240 ,0.8538 ,0.8450 ,-0.4780 ,1.9965 ,3.9150 ,23.9408 ,31.2116 
1.4368 ,2.3503 ,2.5221 ,3.8931 ,0.1278 ,0.3634 ,0.8409 ,0.8265 ,-0.4462 ,1.9767 ,3.9794 ,21.6279 ,34.8578 
1.8880 ,3.5648 ,4.2623 ,4.7480 ,0.1305 ,0.4053 ,0.7933 ,0.8014 ,-0.6747 ,1.9075 ,2.8250 ,30.6748 ,20.6565 
1.3835 ,2.5055 ,2.2558 ,3.8364 ,0.1305 ,0.3862 ,0.8425 ,0.8317 ,-0.5043 ,1.9880 ,3.9085 ,24.4949 ,28.6291 
1.4761 ,2.6609 ,2.7297 ,4.0001 ,0.1342 ,1.0328 ,0.8502 ,0.8439 ,-0.5085 ,2.0141 ,3.8193 ,25.1434 ,31.2192 
