0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.5,3,3.5,3.75,4,4.5
-3.769502474,-3.915234759,-4.045349815,-4.160828377,-4.263050231,-4.353638487,-4.434246627,-4.506376862,-4.571297551,-4.630041547,-4.683442534,-4.732178095,-4.922497394,-5.051345236,-5.140907885,-5.175077211,-5.203671407,-5.264153036
-7.827475884,-7.885967108,-7.925759278,-7.952195934,-7.969074318,-7.979099555,-7.984205804,-7.985784213,-7.984841732,-7.982110935,-7.978126865,-7.973281688,-7.943971299,-7.915225979,-7.890678758,-7.880064684,-7.870479471,-7.847121448
-7.867656913,-7.925301258,-7.964313719,-7.990060335,-8.006338392,-8.015845951,-8.02051282,-8.021728997,-8.020500148,-8.017555427,-8.013424535,-8.008493573,-7.979503735,-7.952133442,-7.929967621,-7.920950392,-7.913268908,-7.897737046
-7.876266538,-7.933662321,-7.972443845,-7.997986786,-8.014092814,-8.023460752,-8.028020003,-8.029159816,-8.027884718,-8.024922336,-8.020800633,-8.015903886,-7.987396585,-7.960872355,-7.939709369,-7.931189533,-7.923967535,-7.909240277
-7.87852139,-7.935810474,-7.974503981,-7.999978235,-8.016036287,-8.025377598,-8.02993151,-8.031086822,-8.029847431,-8.026940287,-8.022892654,-8.018088075,-7.990286636,-7.964846909,-7.945275224,-7.937882316,-7.932152302,-7.92591563
-7.879155936,-7.936400247,-7.975060983,-8.000512793,-8.016558818,-8.025899071,-8.030463382,-8.031640877,-8.030435662,-8.027574811,-8.023585632,-8.018851632,-7.991582161,-7.966986005,-7.948656346,-7.942082517,-7.937321175,-7.934405577
-7.879343454,-7.936569509,-7.975218544,-8.000663761,-8.016708095,-8.026051906,-8.030625543,-8.031818678,-8.03063595,-8.027804948,-8.02385347,-8.019165505,-7.992271151,-7.968378079,-7.951328912,-7.945776316,-7.942445313,-7.948383494
-7.879401851,-7.93662083,-7.975266094,-8.000709957,-8.016755166,-8.026102275,-8.030682014,-8.031884519,-8.030714944,-8.027901421,-8.023972331,-8.019312279,-7.992667017,-7.969304077,-7.953278569,-7.948517364,-7.946204809,-7.95578787
-7.879422452,-7.936638728,-7.975282946,-8.000726923,-8.01677329,-8.02612271,-8.030706156,-8.031914095,-8.030752076,-8.02794869,-8.024032833,-8.019389705,-7.992911561,-7.969959108,-7.954842909,-7.950869768,-7.949690014,-7.966000727
-7.879431364,-7.936646534,-7.975290514,-8.00073485,-8.016782104,-8.026133001,-8.030718661,-8.031929767,-8.030772143,-8.027974718,-8.024066791,-8.019434037,-7.993067555,-7.970418868,-7.956007519,-7.952625941,-7.952216177,-7.97000168
-7.879436103,-7.936650731,-7.975294664,-8.000739289,-8.016787128,-8.026138941,-8.030725938,-8.031938938,-8.030783949,-8.027990133,-8.024087084,-8.019460836,-7.993169591,-7.970745459,-7.956897861,-7.954014658,-7.95428357,-7.974028771
-7.879438953,-7.936653252,-7.975297163,-8.000741972,-8.016790176,-8.026142556,-8.030730374,-8.031944537,-8.030791173,-8.027999603,-8.024099625,-8.019477531,-7.993236954,-7.970973656,-7.957532029,-7.954974956,-7.955586442,-7.972190265
-7.879440751,-7.936654822,-7.975298707,-8.000743623,-8.016792051,-8.026144782,-8.030733114,-8.031948007,-8.030795667,-8.028005524,-8.024107514,-8.019488109,-7.993281656,-7.971131507,-7.957973374,-7.955621865,-7.956382745,-7.968317878
-7.879441895,-7.936655802,-7.97529966,-8.000744637,-8.016793202,-8.026146153,-8.030734809,-8.031950165,-8.030798481,-8.028009255,-8.024112521,-8.019494872,-7.993311291,-7.971237867,-7.958248891,-7.955959988,-7.956574507,-7.959653845
-7.879442622,-7.936656411,-7.975300245,-8.000745257,-8.016793906,-8.026146995,-8.030735857,-8.03195151,-8.030800248,-8.028011617,-8.024115714,-8.019499216,-7.993330861,-7.971307329,-7.958397887,-7.956062355,-7.95632512,-7.948501444
-7.879443081,-7.936656788,-7.975300603,-8.000745634,-8.016794335,-8.026147512,-8.030736505,-8.031952348,-8.030801358,-8.028013113,-8.024117753,-8.01950201,-7.993343682,-7.971350378,-7.958445911,-7.955960126,-7.955650079,-7.935007462
-7.879443371,-7.93665702,-7.975300821,-8.000745864,-8.016794597,-8.026147828,-8.030736905,-8.031952871,-8.030802057,-8.028014062,-8.024119056,-8.019503807,-7.993351986,-7.97137493,-7.958420161,-7.955709028,-7.954680833,-7.920767833
-7.879443553,-7.936657163,-7.975300954,-8.000746003,-8.016794757,-8.026148023,-8.030737152,-8.031953196,-8.030802495,-8.028014664,-8.024119887,-8.019504961,-7.993357276,-7.971386772,-7.958341399,-7.955347785,-7.953490381,-7.908192514
-7.879443667,-7.936657251,-7.975301035,-8.000746088,-8.016794854,-8.026148142,-8.030737305,-8.031953399,-8.030802771,-8.028015044,-8.024120416,-8.019505699,-7.993360571,-7.971390187,-7.958228765,-7.954921444,-7.952196716,-7.898572034
-7.879443739,-7.936657305,-7.975301084,-8.000746139,-8.016794913,-8.026148215,-8.030737399,-8.031953525,-8.030802944,-8.028015284,-8.024120752,-8.019506169,-7.993362558,-7.971388276,-7.958097404,-7.954465959,-7.950891782,-7.895369776
-7.879443784,-7.936657338,-7.975301114,-8.000746171,-8.016794949,-8.026148259,-8.030737457,-8.031953603,-8.030803051,-8.028015435,-8.024120964,-8.019506466,-7.993363703,-7.971383266,-7.957960015,-7.954015703,-7.94967604,-7.89926554
-7.879443812,-7.936657359,-7.975301132,-8.00074619,-8.016794971,-8.026148286,-8.030737493,-8.031953652,-8.030803119,-8.028015529,-8.024121098,-8.019506654,-7.993364314,-7.971376712,-7.957826293,-7.953597891,-7.948630883,-7.913014668
-7.87944383,-7.936657371,-7.975301143,-8.000746201,-8.016794984,-8.026148303,-8.030737515,-8.031953682,-8.03080316,-8.028015588,-8.024121181,-8.01950677,-7.993364598,-7.971369672,-7.957703544,-7.953234791,-7.947826455,-7.935703394
-7.879443841,-7.936657379,-7.97530115,-8.000746208,-8.016794992,-8.026148313,-8.030737528,-8.0319537,-8.030803186,-8.028015625,-8.024121233,-8.019506843,-7.993364689,-7.971362828,-7.957596724,-7.952941953,-7.94731196,-7.967451469
-7.879443847,-7.936657383,-7.975301154,-8.000746212,-8.016794997,-8.026148319,-8.030737537,-8.031953711,-8.030803202,-8.028015647,-8.024121265,-8.019506887,-7.993364674,-7.971356591,-7.957508818,-7.952729011,-7.947115429,-8.004633081
-7.879443852,-7.936657386,-7.975301156,-8.000746215,-8.016795,-8.026148323,-8.030737542,-8.031953718,-8.030803212,-8.028015661,-8.024121284,-8.019506914,-7.993364605,-7.971351175,-7.957441087,-7.952599539,-7.947241908,-8.043495114
-7.879443854,-7.936657388,-7.975301158,-8.000746216,-8.016795002,-8.026148325,-8.030737545,-8.031953722,-8.030803218,-8.02801567,-8.024121296,-8.019506929,-7.993364515,-7.971346659,-7.957393389,-7.952551751,-7.947672955,-8.077488855
-7.879443856,-7.936657389,-7.975301159,-8.000746217,-8.016795003,-8.026148327,-8.030737546,-8.031953725,-8.030803222,-8.028015675,-8.024121303,-8.019506939,-7.993364424,-7.971343032,-7.957364478,-7.952579133,-7.948369051,-8.099593314
-7.879443857,-7.93665739,-7.975301159,-8.000746218,-8.016795004,-8.026148327,-8.030737548,-8.031953727,-8.030803224,-8.028015678,-8.024121307,-8.019506944,-7.993364339,-7.971340226,-7.957352293,-7.952671349,-7.949271486,-8.102195858
-7.879443858,-7.93665739,-7.97530116,-8.000746218,-8.016795004,-8.026148328,-8.030737548,-8.031953727,-8.030803225,-8.02801568,-8.02412131,-8.019506947,-7.993364267,-7.971338142,-7.957354239,-7.952815238,-7.950307442,-8.078321445
-7.879443858,-7.93665739,-7.97530116,-8.000746218,-8.016795004,-8.026148328,-8.030737549,-8.031953728,-8.030803226,-8.028015681,-8.024121311,-8.019506948,-7.993364208,-7.971336669,-7.957367424,-7.952995849,-7.951394375,-8.023707177
-7.879443858,-7.936657391,-7.97530116,-8.000746219,-8.016795004,-8.026148328,-8.030737549,-8.031953728,-8.030803226,-8.028015682,-8.024121312,-8.019506949,-7.99336416,-7.971335693,-7.957388876,-7.953197509,-7.952446523,-7.937115722
-7.879443858,-7.936657391,-7.97530116,-8.000746219,-8.016795005,-8.026148329,-8.030737549,-8.031953729,-8.030803227,-8.028015682,-8.024121312,-8.019506949,-7.993364124,-7.971335106,-7.95741572,-7.9534048,-7.953380617,-7.823438842
-7.879443858,-7.936657391,-7.97530116,-8.000746219,-8.016795005,-8.026148329,-8.030737549,-8.031953729,-8.030803227,-8.028015682,-8.024121313,-8.019506949,-7.993364097,-7.971334814,-7.957445319,-7.953603466,-7.954122334,-7.692889662
-7.879443859,-7.936657391,-7.97530116,-8.000746219,-8.016795005,-8.026148329,-8.030737549,-8.031953729,-8.030803227,-8.028015682,-8.024121313,-8.019506949,-7.993364077,-7.971334735,-7.957475368,-7.953781152,-7.954611608,-7.563354423
-7.879443859,-7.936657391,-7.97530116,-8.000746219,-8.016795005,-8.026148329,-8.030737549,-8.031953729,-8.030803227,-8.028015682,-8.024121313,-8.019506949,-7.993364062,-7.971334801,-7.957503966,-7.953927988,-7.954807443,-7.457846444
-7.879443859,-7.936657391,-7.97530116,-8.000746219,-8.016795005,-8.026148329,-8.030737549,-8.031953729,-8.030803227,-8.028015682,-8.024121313,-8.019506949,-7.993364052,-7.971334959,-7.957529647,-7.954036964,-7.954691132,-7.404280021
-7.879443859,-7.936657391,-7.97530116,-8.000746219,-8.016795005,-8.026148329,-8.030737549,-8.031953729,-8.030803227,-8.028015682,-8.024121313,-8.019506949,-7.993364045,-7.971335166,-7.957551378,-7.954104119,-7.954268102,-7.430657608
-7.879443859,-7.936657391,-7.97530116,-8.000746219,-8.016795005,-8.026148329,-8.030737549,-8.031953729,-8.030803227,-8.028015682,-8.024121313,-8.019506949,-7.993364041,-7.971335392,-7.957568546,-7.954128527,-7.953567894,-7.561383156
-7.879443859,-7.936657391,-7.97530116,-8.000746219,-8.016795005,-8.026148329,-8.030737549,-8.031953729,-8.030803227,-8.028015682,-8.024121313,-8.019506949,-7.993364038,-7.971335615,-7.957580913,-7.9541121,-7.952642411,-7.810715757
-7.879443859,-7.936657391,-7.97530116,-8.000746219,-8.016795005,-8.026148329,-8.030737549,-8.031953729,-8.030803227,-8.028015682,-8.024121313,-8.019506949,-7.993364036,-7.971335822,-7.957588565,-7.954059246,-7.951562393,-8.176820511
-7.879443859,-7.936657391,-7.97530116,-8.000746219,-8.016795005,-8.026148329,-8.030737549,-8.031953729,-8.030803227,-8.028015682,-8.024121313,-8.019506949,-7.993364035,-7.971336005,-7.957591851,-7.953976386,-7.950412404,-8.636052166
-7.879443859,-7.936657391,-7.97530116,-8.000746219,-8.016795005,-8.026148329,-8.030737549,-8.031953729,-8.030803227,-8.028015682,-8.024121313,-8.019506949,-7.993364035,-7.971336159,-7.957591316,-7.953871399,-7.949284594,-9.138620874
-7.879443859,-7.936657391,-7.97530116,-8.000746219,-8.016795005,-8.026148329,-8.030737549,-8.031953729,-8.030803227,-8.028015682,-8.024121313,-8.019506949,-7.993364034,-7.971336284,-7.957587639,-7.953753006,-7.948271707,-9.60837227
-7.879443859,-7.936657391,-7.97530116,-8.000746219,-8.016795005,-8.026148329,-8.030737549,-8.031953729,-8.030803227,-8.028015682,-8.024121313,-8.019506949,-7.993364034,-7.971336381,-7.957581567,-7.953630156,-7.947459812,-9.945729322
-7.879443859,-7.936657391,-7.97530116,-8.000746219,-8.016795005,-8.026148329,-8.030737549,-8.031953729,-8.030803227,-8.028015682,-8.024121313,-8.019506949,-7.993364035,-7.971336453,-7.957573865,-7.953511432,-7.946921315,10.03795652
-7.879443859,-7.936657391,-7.97530116,-8.000746219,-8.016795005,-8.026148329,-8.030737549,-8.031953729,-8.030803227,-8.028015682,-8.024121313,-8.019506949,-7.993364035,-7.971336504,-7.957565266,-7.953404532,-7.946708791,-9.773749623
-7.879443859,-7.936657391,-7.97530116,-8.000746219,-8.016795005,-8.026148329,-8.030737549,-8.031953729,-8.030803227,-8.028015682,-8.024121313,-8.019506949,-7.993364035,-7.971336537,-7.957556436,-7.953315832,-7.946850145,-9.065369981
-7.879443859,-7.936657391,-7.97530116,-8.000746219,-8.016795005,-8.026148329,-8.030737549,-8.031953729,-8.030803227,-8.028015682,-8.024121313,-8.019506949,-7.993364035,-7.971336556,-7.957547944,-7.953250064,-7.94734553,-7.873156242
